County,State,StateCode,LBW,LBWind,InfantMort,InfantMortInd
20,163,Rooks,Kansas,KS,82,6.9,4,2.5,8.6,4.9,8.9,0.8,4,0.2,1.6,0.1,1.5,11.8,4,7.9,13.1,9.2,14.3,3.1,3,1.6,5.3,1.7,4.5,2.1,4,1.2,3.9,1,3.3,22,4,12.5,26.9,18.7,25.3,10,3,11.5,25,7.6,12.3,7.4,4,0,11.3,2,18.8,7.7,4,0,11.3,2.1,19.8,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,10.6,-1111.1,-1111.1,3.7,4,0,9,0.4,13.3,3.7,4,0,4,0.4,13.3,21.6,3,10.7,44.3,9.9,40.8,35.6,4,12.6,30.4,24,50.9,161.1,4,111.6,205.8,135.9,186.3,-1111.1,-1,0,10.1,-1111.1,-1111.1,32.8,3,24.4,56.8,21.4,48.1,40.1,4,20.1,54.1,24.7,61.5,62.4,4,26.6,69,48,79.8,-1111.1,-1,6.1,26.4,-1111.1,-1111.1,23.9,4,10.8,35.7,13.1,39.9,613,803,1994-2003
20,165,Rush,Kansas,KS,81,3.7,3,3.7,7.9,1.7,5.7,-1111.1,-1,0,1.5,-1111.1,-1111.1,10.4,4,6.3,13.9,7.2,13.6,2.3,3,1,4.8,0.7,3.9,1.4,3,1,4.5,0.2,2.7,23.9,4,12,27.7,19.4,28.4,13.9,3,10.1,27.2,10.3,17.6,-1111.1,-1,0,11,-1111.1,-1111.1,-1111.1,-1,0,12.2,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,8.3,-1111.1,-1111.1,-1111.1,-1,0,5.1,-1111.1,-1111.1,-1111.1,-1,11.2,49,-1111.1,-1111.1,19.1,3,13.9,32.4,9.5,34.2,213.3,4,127.3,224.3,177.7,248.8,-1111.1,-1,0,7.4,-1111.1,-1111.1,61.9,4,33.3,57.5,42.7,86.8,37.6,4,15.5,49.8,18.6,67.7,54,3,34.1,78.8,38.9,73,-1111.1,-1,0,23.5,-1111.1,-1111.1,23.1,4,12.9,33.5,11.2,42.2,347,566,1994-2003
20,167,Russell,Kansas,KS,58,7.1,4,4,7.1,5.2,9,1,4,0.6,1.5,0.3,1.7,11.1,4,7.9,12,8.8,13.4,3.6,4,1.8,4.2,2.2,5,1.1,3,0.9,2.8,0.3,1.9,27.5,4,15.2,31.5,24.2,30.8,10.8,3,10.4,19.9,8.6,13.1,1.5,3,1.6,9.7,0,8.5,1.6,3,0,10.2,0,8.9,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,9,-1111.1,-1111.1,1.5,3,0,8.4,0,8.5,0,3,0,4.5,0,0,38,4,15,37.5,23.3,58.5,19.8,3,17.3,29.8,12.9,29.2,189.9,4,137.8,234.1,166.6,213.2,-1111.1,-1,0,4.7,-1111.1,-1111.1,49,4,31,61.3,37.2,63.2,24.3,3,17,41.4,13.9,39.3,53.1,3,39.6,74.7,41.2,67.3,-1111.1,-1,5.6,17.1,-1111.1,-1111.1,14.4,3,14.7,31.7,8.2,23.5,720,1039,1994-2003
20,169,Saline,Kansas,KS,19,7.3,3,5.6,9.4,6.4,8.1,1.1,3,0.9,1.8,0.8,1.5,10.6,3,9.2,14.4,9.6,11.6,4.3,4,1.9,5.8,3.7,5,1.3,3,1,2.5,1,1.7,35.4,4,25.3,39.2,33.8,36.9,10.4,3,8.7,21,9.4,11.4,6.7,3,5,9.7,4.4,9.9,6.7,4,4.8,9.3,4.1,10.4,-1111.1,-1,0,28.6,-1111.1,-1111.1,-1111.1,-1,0,13.4,-1111.1,-1111.1,3,3,3,7,1.5,5.3,3.8,4,1.5,3.5,2.1,6.3,15.6,3,20.3,32.1,10,23.2,17.2,3,16.6,24.8,12.8,22.6,160.9,3,112.5,235.6,146.6,175.3,-1111.1,-1,1.2,6.7,-1111.1,-1111.1,53.6,3,43.2,79.3,45.1,62,15.5,3,11.3,24.8,11.2,21,65.7,4,51.2,79.9,56.6,74.8,10.8,3,8.6,17.7,7.2,15.5,20.7,3,17,30.1,15.7,26.7,3713,2455,1999-2003
20,171,Scott,Kansas,KS,56,8.6,4,4.5,7.5,6.4,10.7,0.9,3,0.5,2,0.2,1.6,11,4,8.1,11.6,8.6,13.4,3.9,4,1.6,4.2,2.4,5.4,1.8,3,0.9,2.7,0.8,2.8,24.2,4,14.2,25.9,21,27.5,28.3,4,9.9,17.8,24.9,31.8,6.7,3,3.1,9.8,1.8,17.2,5.7,3,3.1,9.5,1.2,16.8,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,38.5,-1111.1,-1111.1,3.4,3,1.4,7.9,0.4,12.1,3.4,4,0,4.4,0.4,12.1,-1111.1,-1,17.1,31.7,-1111.1,-1111.1,27.1,4,14.2,26.5,16.3,42.2,127.5,3,125.8,235.2,101.8,157.7,-1111.1,-1,0,2.9,-1111.1,-1111.1,45.9,4,32.6,55.5,30.8,65.9,25.7,4,15.6,33,13.5,44.2,47,3,46.6,69.4,32.9,65.2,-1111.1,-1,5.8,15.7,-1111.1,-1111.1,28.8,4,12,28.8,16.9,45.9,665,575,1994-2003
20,173,Sedgwick,Kansas,KS,4,7.7,3,6.4,9.3,7.4,8.1,1.5,4,1,1.8,1.3,1.7,11.2,3,9.9,14.7,10.8,11.6,3.8,4,2.7,4.4,3.5,4,1.8,3,1.6,3,1.6,1.9,35.4,3,25,41.6,34.8,36,12.6,3,10.6,24.1,12.2,13,8.4,4,5.6,9.3,7.2,9.6,7.4,4,4.5,7.1,6,8.7,16.2,4,8.6,20.7,11.7,21.9,7.2,4,2.3,10.7,4.5,11,6.4,4,3.4,6.5,5.3,7.4,1.9,3,1.5,3.3,1.4,2.6,31.1,4,22.5,30.9,27,35.2,20.2,4,15.4,22.8,17.7,22.6,142.2,3,114.2,201.1,135.6,148.8,5.2,4,2.1,8.3,4,6.5,56.6,3,44.7,63.6,52.5,60.8,16.6,4,8.1,19.7,14.5,18.8,58.7,3,46.6,67.5,54.5,62.9,11.3,4,9,15.8,9.5,13.1,26,4,18,29.2,23.2,28.7,22574,11402,2001-2003
20,175,Seward,Kansas,KS,42,6.3,3,5.1,10.3,5.6,7,1.1,3,1,2.1,0.8,1.4,9.6,3,8.7,14.7,8.8,10.4,6.9,4,4.4,9.7,6.2,7.6,1.1,3,0.7,1.8,0.8,1.4,39.4,4,23.1,43.8,38.1,40.8,42.7,4,14.4,32.6,41.3,44.1,7.5,3,4.3,11.9,5.2,10.5,9.3,4,3.3,10.3,5.1,15.7,-1111.1,-1,0,22.7,-1111.1,-1111.1,6,4,0,11.4,3.4,9.7,5.5,4,2.4,8.9,3.6,8.2,2,3,1.1,4.4,0.9,3.8,29.6,4,18.9,33,19.4,43.2,17.5,3,14.5,27,11.7,25.1,197.4,3,151.9,268.3,175.8,219.1,-1111.1,-1,1.7,9.7,-1111.1,-1111.1,54.3,3,33.4,82.1,43.4,67.1,25.6,3,21.5,43.3,19.3,33.4,46.4,3,49,87.9,36.5,58.1,7.2,3,8.5,21.6,4,12.1,24,3,20.4,38.1,17.6,31.9,4931,1384,1994-2003
20,177,Shawnee,Kansas,KS,11,7.6,4,6.1,8.9,7,8.2,1.2,3,0.9,1.6,1,1.4,12.6,4,9.2,13,11.8,13.3,4.5,4,1.2,4.1,4,5,2,3,1.5,4.6,1.7,2.4,41.1,4,16.6,34.1,40,42.2,9.5,3,7,22.5,8.8,10.2,7.7,4,4.1,9,5.8,10,6.3,4,3.5,8.7,4.3,8.9,17.4,4,0,26.3,9.5,29.1,6.1,4,0,16.7,2.2,13.3,4,4,2.8,6.5,2.7,5.8,3.6,4,0.9,3,2.4,5.3,25.4,4,20.7,30,20.1,31.7,22.2,4,16.2,22.8,18.3,26.1,170,4,118.4,181.9,159.3,180.7,11.1,4,0.6,5.8,8.4,14.5,62.2,4,45.6,63.9,55.6,68.7,15.7,4,7.4,20.2,12.5,19.5,60.1,4,43.4,67.1,53.7,66.5,14.4,4,7.6,13.5,11.3,18,22.6,4,15,25.5,18.6,26.6,7414,5230,2001-2003
20,179,Sheridan,Kansas,KS,82,6.8,4,2.5,8.6,3.7,9.9,-1111.1,-1,0.2,1.6,-1111.1,-1111.1,9.7,3,7.9,13.1,6,13.4,-1111.1,-1,1.6,5.3,-1111.1,-1111.1,2.8,4,1.2,3.9,0.8,4.8,12.8,3,12.5,26.9,8.7,16.9,10.1,3,11.5,25,6.3,13.8,-1111.1,-1,0,11.3,-1111.1,-1111.1,-1111.1,-1,0,11.3,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,10.6,-1111.1,-1111.1,-1111.1,-1,0,9,-1111.1,-1111.1,-1111.1,-1,0,4,-1111.1,-1111.1,-1111.1,-1,10.7,44.3,-1111.1,-1111.1,30.4,4,12.6,30.4,15.9,52.7,189.4,4,111.6,205.8,150.2,235.6,-1111.1,-1,0,10.1,-1111.1,-1111.1,22.2,3,24.4,56.8,10.6,41,-1111.1,-1,20.1,54.1,-1111.1,-1111.1,73.6,4,26.6,69,51.1,102.7,-1111.1,-1,6.1,26.4,-1111.1,-1111.1,-1111.1,-1,10.8,35.7,-1111.1,-1111.1,250,356,1994-2003
20,181,Sherman,Kansas,KS,82,7.7,4,2.5,8.6,5.9,9.6,0.5,3,0.2,1.6,-2222.2,-2222.2,13.5,4,7.9,13.1,11.2,15.8,6.4,4,1.6,5.3,4.8,8.1,1.5,3,1.2,3.9,0.7,2.4,28.5,4,12.5,26.9,25.4,31.5,13.1,3,11.5,25,10.9,15.4,4,3,0,11.3,0.8,11.8,3.5,3,0,11.3,0.4,12.8,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,10.6,-1111.1,-1111.1,0,3,0,9,0,0,4,4,0,4,0.8,11.8,31.3,4,10.7,44.3,17.2,52.4,24.3,4,12.6,30.4,14.9,37.5,193.2,4,111.6,205.8,164.3,222.1,-1111.1,-1,0,10.1,-1111.1,-1111.1,46.8,4,24.4,56.8,33.1,64.2,21,3,20.1,54.1,11.3,35.6,32.4,3,26.6,69,21.8,46.4,15.3,4,6.1,26.4,7.6,27.5,22.1,3,10.8,35.7,12.7,35.7,839,703,1994-2003
20,183,Smith,Kansas,KS,81,4.8,3,3.7,7.9,2.6,7,-1111.1,-1,0,1.5,-1111.1,-1111.1,11.8,4,6.3,13.9,8.4,15.1,1.4,3,1,4.8,0.2,2.6,2,3,1,4.5,0.5,3.4,18.2,3,12,27.7,14.2,22.2,9.6,3,10.1,27.2,6.5,12.6,-1111.1,-1,0,11,-1111.1,-1111.1,-1111.1,-1,0,12.2,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,8.3,-1111.1,-1111.1,-1111.1,-1,0,5.1,-1111.1,-1111.1,24.8,3,11.2,49,11.5,46.9,28,4,13.9,32.4,17.6,42.4,157.1,3,127.3,224.3,131.2,182.9,-1111.1,-1,0,7.4,-1111.1,-1111.1,42.1,3,33.3,57.5,29.4,58.6,34,4,15.5,49.8,17.6,59.4,65.3,4,34.1,78.8,51.5,81.7,-1111.1,-1,0,23.5,-1111.1,-1111.1,16.3,3,12.9,33.5,8.6,28,357,780,1994-2003
20,185,Stafford,Kansas,KS,81,8.8,4,3.7,7.9,6.4,11.3,1.3,4,0,1.5,0.4,2.3,10.6,4,6.3,13.9,8,13.3,4.6,4,1,4.8,2.8,6.4,2.1,4,1,4.5,0.9,3.4,27.7,4,12,27.7,23.8,31.5,21.1,4,10.1,27.2,17.6,24.6,10.9,4,0,11,3.5,25.5,12.7,4,0,12.2,4.1,29.5,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,10.9,4,0,8.3,3.5,25.5,-1111.1,-1,0,5.1,-1111.1,-1111.1,-1111.1,-1,11.2,49,-1111.1,-1111.1,27,4,13.9,32.4,17,40.7,229.7,4,127.3,224.3,197.2,262.2,-1111.1,-1,0,7.4,-1111.1,-1111.1,49.9,4,33.3,57.5,34.3,70.1,-1111.1,-1,15.5,49.8,-1111.1,-1111.1,96.3,4,34.1,78.8,77.1,118.7,-1111.1,-1,0,23.5,-1111.1,-1111.1,19.2,3,12.9,33.5,10.2,32.9,520,750,1994-2003
20,187,Stanton,Kansas,KS,78,6.9,4,3.1,9.8,4.4,9.4,1.2,4,0,1.6,0.2,2.3,10.1,3,7.5,12.2,7.2,13,3.9,4,1.6,5.4,2,5.8,2.2,4,0,4.3,0.8,3.6,23.9,4,12.4,31.2,19.7,28,21.1,4,11.3,32.4,17.1,25.1,-1111.1,-1,0,12,-1111.1,-1111.1,-1111.1,-1,0,11.6,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,8.6,-1111.1,-1111.1,-1111.1,-1,0,6.5,-1111.1,-1111.1,-1111.1,-1,0,5.5,-1111.1,-1111.1,-1111.1,-1,0,38.5,-1111.1,-1111.1,-1111.1,-1,0,30.3,-1111.1,-1111.1,165.5,4,79.4,235.9,116.9,227.4,-1111.1,-1,0,7.5,-1111.1,-1111.1,-1111.1,-1,13,66.7,-1111.1,-1111.1,63.9,4,8.7,52.2,35.7,105.5,48.6,3,15.7,76.9,24.2,87.1,-1111.1,-1,0,29.5,-1111.1,-1111.1,-1111.1,-1,5.8,62.9,-1111.1,-1111.1,406,189,1994-2003
20,189,Stevens,Kansas,KS,39,7.8,4,6,8.9,6,9.5,1,3,0.9,1.6,0.4,1.7,10.7,3,9.5,13.2,8.6,12.7,6.7,4,2.8,6.6,5.1,8.4,1.5,4,0.9,2.1,0.7,2.3,27.7,3,20.5,35.5,24.7,30.6,31.8,4,8.5,23.6,28.7,35,5,3,5,9.5,1.4,12.9,-1111.1,-1,3.8,9.1,-1111.1,-1111.1,-1111.1,-1,0,19.8,-1111.1,-1111.1,-1111.1,-1,0,9.5,-1111.1,-1111.1,2.5,3,2.5,6.6,0.3,9.1,2.5,4,1.3,3.7,0.3,9.1,-1111.1,-1,18.8,33,-1111.1,-1111.1,-1111.1,-1,15.1,27.3,-1111.1,-1111.1,180.2,3,157,251.1,145.5,214.9,-1111.1,-1,1.2,7,-1111.1,-1111.1,36.4,3,40.3,76.9,22.2,56.2,50.6,4,18.9,37.5,33,74.2,49.5,3,48.5,82.9,33.1,71.1,-1111.1,-1,10,18.5,-1111.1,-1111.1,-1111.1,-1,17,29.9,-1111.1,-1111.1,875,464,1994-2003
20,191,Sumner,Kansas,KS,27,6.2,4,4.9,7.2,5.1,7.4,0.9,3,0.7,1.3,0.4,1.3,9.4,3,8.9,12.7,8,10.9,2.7,3,1.8,3.7,1.9,3.4,1.8,4,1.4,2.2,1.1,2.4,30.8,4,22.9,33.9,28.5,33,9.7,3,10.1,19,8.3,11.2,4.3,3,4,8.9,1.7,8.9,4.6,3,2.9,9.1,1.8,9.4,-1111.1,-1,0,19.1,-1111.1,-1111.1,-1111.1,-1,0,19.6,-1111.1,-1111.1,2.5,3,2.5,5.4,0.7,6.3,1.8,3,1,3.6,0.4,5.4,38.1,4,17.9,29.9,26,54,21.8,4,14.4,26.1,15.1,30.4,173.7,4,123.6,230.3,153.7,193.7,-1111.1,-1,0.6,3.1,-1111.1,-1111.1,51.2,4,37.3,61.3,40.3,64.2,35.2,4,14.7,35.1,25.5,47.5,66.6,4,45.6,77.3,54.2,78.9,15.5,4,6.2,15.5,9.3,24.3,24.7,4,16,26.5,17.1,34.4,1622,1412,1999-2003
20,193,Thomas,Kansas,KS,39,6.8,3,6,8.9,5.3,8.3,1.1,3,0.9,1.6,0.5,1.8,10,3,9.5,13.2,8.2,11.9,2.3,3,2.8,6.6,1.4,3.1,2,4,0.9,2.1,1.1,2.8,25,3,20.5,35.5,22.4,27.6,10.7,3,8.5,23.6,8.9,12.6,8.4,4,5,9.5,3.6,16.5,8.7,4,3.8,9.1,3.8,17.2,-1111.1,-1,0,19.8,-1111.1,-1111.1,-1111.1,-1,0,9.5,-1111.1,-1111.1,5.2,4,2.5,6.6,1.7,12.2,3.1,4,1.3,3.7,0.6,9.2,19.1,3,18.8,33,9.1,35,23,4,15.1,27.3,14,35.6,156.5,3,157,251.1,131.6,181.3,-1111.1,-1,1.2,7,-1111.1,-1111.1,46.7,3,40.3,76.9,33.7,63,30,4,18.9,37.5,19.5,44.2,58.4,3,48.5,82.9,44.5,75.3,15.7,4,10,18.5,8.2,27.1,20.8,3,17,29.9,12.4,32.7,1065,775,1994-2003
20,195,Trego,Kansas,KS,81,6,4,3.7,7.9,3.3,8.7,-1111.1,-1,0,1.5,-1111.1,-1111.1,8.3,3,6.3,13.9,5.2,11.4,3.7,4,1,4.8,1.5,5.8,3.3,4,1,4.5,1.3,5.3,19.9,4,12,27.7,15.4,24.4,7,3,10.1,27.2,4.1,9.9,-1111.1,-1,0,11,-1111.1,-1111.1,-1111.1,-1,0,12.2,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,8.3,-1111.1,-1111.1,-1111.1,-1,0,5.1,-1111.1,-1111.1,-1111.1,-1,11.2,49,-1111.1,-1111.1,17.4,3,13.9,32.4,7.7,33.8,165.2,3,127.3,224.3,133,197.4,-1111.1,-1,0,7.4,-1111.1,-1111.1,43.4,3,33.3,57.5,28.1,63.9,-1111.1,-1,15.5,49.8,-1111.1,-1111.1,71.1,4,34.1,78.8,52.8,93.8,-1111.1,-1,0,23.5,-1111.1,-1111.1,-1111.1,-1,12.9,33.5,-1111.1,-1111.1,301,494,1994-2003
20,197,Wabaunsee,Kansas,KS,56,4.7,3,4.5,7.5,3.2,6.2,0.5,3,0.5,2,-2222.2,-2222.2,8,3,8.1,11.6,6.1,9.9,3,4,1.6,4.2,1.8,4.2,3.1,4,0.9,2.7,1.9,4.4,17.2,3,14.2,25.9,14.5,19.9,8.8,3,9.9,17.8,6.8,10.8,0,3,3.1,9.8,0,0,0,3,3.1,9.5,0,0,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,38.5,-1111.1,-1111.1,0,3,1.4,7.9,0,0,0,3,0,4.4,0,0,30.8,4,17.1,31.7,16.3,52.9,16.7,3,14.2,26.5,9.1,28.1,181.3,4,125.8,235.2,152.5,210.1,-1111.1,-1,0,2.9,-1111.1,-1111.1,55.5,4,32.6,55.5,40.6,74.1,22.5,3,15.6,33,12.5,37.2,58.9,4,46.6,69.4,43.7,77.7,16.4,4,5.8,15.7,8.4,28.9,25.4,4,12,28.8,15.4,39.5,762,682,1994-2003
20,199,Wallace,Kansas,KS,82,8.1,4,2.5,8.6,4.5,11.7,-1111.1,-1,0.2,1.6,-1111.1,-1111.1,12.2,4,7.9,13.1,7.9,16.5,2.3,3,1.6,5.3,0.3,4.2,5,4,1.2,3.9,2.1,7.8,13.1,3,12.5,26.9,8.6,17.5,19.4,4,11.5,25,14.2,24.6,-1111.1,-1,0,11.3,-1111.1,-1111.1,-1111.1,-1,0,11.3,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,10.6,-1111.1,-1111.1,-1111.1,-1,0,9,-1111.1,-1111.1,-1111.1,-1,0,4,-1111.1,-1111.1,-1111.1,-1,10.7,44.3,-1111.1,-1111.1,-1111.1,-1,12.6,30.4,-1111.1,-1111.1,190.9,4,111.6,205.8,140.2,254,-1111.1,-1,0,10.1,-1111.1,-1111.1,43,4,24.4,56.8,20.5,79.5,-1111.1,-1,20.1,54.1,-1111.1,-1111.1,66.5,4,26.6,69,36.2,111.9,-1111.1,-1,6.1,26.4,-1111.1,-1111.1,-1111.1,-1,10.8,35.7,-1111.1,-1111.1,222,205,1994-2003
20,201,Washington,Kansas,KS,58,6.4,4,4,7.1,4.5,8.2,1,4,0.6,1.5,0.3,1.8,12.3,4,7.9,12,9.8,14.8,2.4,3,1.8,4.2,1.2,3.5,1.6,4,0.9,2.8,0.7,2.6,11,3,15.2,31.5,8.6,13.4,12.3,3,10.4,19.9,9.8,14.8,1.6,3,1.6,9.7,0,9.1,1.7,3,0,10.2,0,9.3,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,9,-1111.1,-1111.1,0,3,0,8.4,0,0,1.6,3,0,4.5,0,9.1,22.8,3,15,37.5,12.2,38.7,19.9,3,17.3,29.8,13,29.3,173.1,3,137.8,234.1,150.5,195.7,-1111.1,-1,0,4.7,-1111.1,-1111.1,46.6,3,31,61.3,34.6,61.3,39.8,4,17,41.4,24.7,60.6,62.4,4,39.6,74.7,49.9,77.1,-1111.1,-1,5.6,17.1,-1111.1,-1111.1,24.5,4,14.7,31.7,15.3,37.1,673,1021,1994-2003
20,203,Wichita,Kansas,KS,82,9.4,4,2.5,8.6,6.5,12.4,-1111.1,-1,0.2,1.6,-1111.1,-1111.1,14,4,7.9,13.1,10.5,17.5,5.1,4,1.6,5.3,2.9,7.4,1.9,3,1.2,3.9,0.5,3.3,25.9,4,12.5,26.9,21.4,30.3,23.9,4,11.5,25,19.6,28.3,-1111.1,-1,0,11.3,-1111.1,-1111.1,-1111.1,-1,0,11.3,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,10.6,-1111.1,-1111.1,-1111.1,-1,0,9,-1111.1,-1111.1,-1111.1,-1,0,4,-1111.1,-1111.1,-1111.1,-1,10.7,44.3,-1111.1,-1111.1,-1111.1,-1,12.6,30.4,-1111.1,-1111.1,106.4,3,111.6,205.8,73.9,148.5,-1111.1,-1,0,10.1,-1111.1,-1111.1,50.6,4,24.4,56.8,28.6,82.9,-1111.1,-1,20.1,54.1,-1111.1,-1111.1,39,3,26.6,69,20.9,66.3,-1111.1,-1,6.1,26.4,-1111.1,-1111.1,-1111.1,-1,10.8,35.7,-1111.1,-1111.1,371,226,1994-2003
20,205,Wilson,Kansas,KS,62,6.6,3,5.6,8,5.1,8,1.2,3,0.9,2,0.6,1.8,12,4,10,13.9,10.2,13.9,6.2,4,3.6,6.7,4.8,7.6,1.9,4,0.8,2.1,1.1,2.7,31.3,4,24.3,34,28.6,33.9,16.6,3,11,25.7,14.4,18.7,12.3,4,2.5,10.5,6.5,21,11.8,4,1.7,11.8,6.1,20.6,-1111.1,-1,0,24.4,-1111.1,-1111.1,-1111.1,-1,0,6.2,-1111.1,-1111.1,5.7,4,1.2,7.1,2.1,12.3,6.6,4,0,4.8,2.7,13.6,16.7,3,19.6,35.9,8.5,29.5,20.2,3,18.3,28.7,13.7,28.6,229,4,158.7,256.6,205.2,252.8,-1111.1,-1,1.5,8.9,-1111.1,-1111.1,60.2,3,49.3,72.5,48,74.6,35.5,4,21.1,42.8,24.7,49.5,62.9,3,52,84.4,50.6,75.1,15.8,4,10.3,20,8.8,26.1,31.6,4,17,30.8,22.6,42.9,1173,1485,1994-2003
20,207,Woodson,Kansas,KS,61,6.4,3,5.1,8.4,3.9,8.9,-1111.1,-1,0.3,1.7,-1111.1,-1111.1,12.5,4,9,12.6,9.1,16,3.9,3,3.1,5.7,1.9,5.9,-1111.1,-1,0.8,2.3,-1111.1,-1111.1,29.8,4,21.4,37.1,25.1,34.5,13.4,3,13.1,24.6,9.9,16.9,-1111.1,-1,2.8,11.8,-1111.1,-1111.1,-1111.1,-1,2.2,12,-1111.1,-1111.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,10.9,-1111.1,-1111.1,-1111.1,-1,1.4,9.6,-1111.1,-1111.1,-1111.1,-1,0,4.7,-1111.1,-1111.1,35.4,4,12.9,35.2,17.3,64.4,-1111.1,-1,15.6,27.5,-1111.1,-1111.1,152.9,3,164.4,288.1,122.9,187.9,-1111.1,-1,0.7,5.5,-1111.1,-1111.1,41,3,41,69.5,27,59.6,41.5,4,16.8,41.5,23.1,68.8,53.1,3,49.6,77.2,38.2,71.8,-1111.1,-1,7.3,21.1,-1111.1,-1111.1,31.3,4,19.8,33.5,17.4,51.9,359,603,1994-2003
20,209,Wyandotte,Kansas,KS,6,7.9,3,6.1,9.5,7.3,8.4,1.5,4,1,2,1.2,1.7,11.6,3,9.5,14.9,10.9,12.3,6.6,4,2.9,6.2,6.1,7.1,1.4,3,1.1,2.4,1.2,1.7,53.5,4,27.3,47.1,52.5,54.6,20.4,4,10.4,25.1,19.6,21.3,10.1,4,6.2,11,8.1,12.5,8,4,5.5,8.7,5.3,11.6,15.1,4,0,19.6,10.6,21,8.6,4,0,13.5,5.3,13.3,7.2,4,3.9,8.1,5.5,9.2,2.9,4,2,4.2,1.9,4.4,26.7,4,21.6,31.8,20.7,34,23.1,4,17,25.3,18.8,28,148.6,3,140.1,213.4,137.1,160.1,25.9,4,2.5,10.8,21.4,30.5,79.3,4,55.4,73.5,70.9,87.8,16.5,3,11.7,26.2,13.1,20.7,70.8,4,48.6,78.8,62.9,78.8,17.1,4,8.9,18.9,13.5,21.3,23.7,3,18,33.1,19.2,28.2,8477,4669,2001-2003
21,001,Adair,Kentucky,KY,73,7.9,3,7.1,11.7,6.7,9,1.6,4,1.1,2,1.1,2.1,11.3,3,11.2,17.2,10,12.7,6,3,4.7,8.4,5,7,1.3,4,0.8,1.7,0.8,1.7,23.3,3,23.9,53.6,21.5,25.1,14.8,3,11.8,20.7,13.3,16.3,10.5,4,5.2,14.4,6.4,16.2,10.9,4,4.9,11.4,6.6,16.8,-1111.1,-1,0,23.4,-1111.1,-1111.1,-1111.1,-1,0,19.5,-1111.1,-1111.1,6.3,3,2.9,10.4,3.3,11,4.2,4,1.7,4.4,1.8,8.3,17.1,3,21,34.8,10.3,26.8,21.4,3,20.5,29,15.4,29.1,177.3,3,167.9,286.3,158.3,196.3,6.8,4,1.9,10.5,3.4,12.2,77.7,4,62.7,84.6,65.2,90.1,26.6,4,19,39,19.5,35.4,68.3,3,53,85.6,56.6,80.1,11.7,3,8.3,18.7,7.2,17.9,30.5,4,15.6,35.2,23,39.8,2127,1740,1994-2003
21,003,Allen,Kentucky,KY,65,7.5,3,6.9,9.8,6.5,8.6,1.2,3,0.9,1.9,0.8,1.7,10.8,3,10.5,15.1,9.5,12,5.2,3,4.3,7.2,4.3,6.1,1.1,4,0.7,1.6,0.7,1.5,22.8,3,22.2,39.8,21,24.5,22.1,4,11,20.8,20.4,23.8,7.3,3,3.9,11.8,4.1,12,7.4,4,3.7,11.2,4.1,12.2,-1111.1,-1,0,19.1,-1111.1,-1111.1,-1111.1,-1,0,48.2,-1111.1,-1111.1,5.8,4,2.7,7.4,3,10.2,1.5,3,1.3,5.2,0.3,4.3,24.2,3,18.4,31.8,15.6,35.8,24.4,4,17.6,26.9,17.7,32.8,213.8,4,162.5,265,192.4,235.3,-1111.1,-1,2.3,8.9,-1111.1,-1111.1,83,4,53.9,78.8,70,96.1,35,4,17.8,40,26.7,45.1,87.3,4,52.7,90.1,73.5,101.1,14.6,4,9.4,19.2,9.4,21.6,31.4,4,20.2,36.2,23.6,41,2267,1913,1994-2003
